id,activity
37127,sitting on the ground
37128,lying
37129,standing up from lying
37130,sitting
37131,walking
37132,walking
37133,lying
37134,sitting
37135,lying
37136,sitting on the ground
37137,sitting on the ground
37138,walking
37139,lying
37140,lying
37141,walking
37142,lying
37143,sitting
37144,sitting on the ground
37145,standing up from lying
37146,lying
37147,lying
37148,standing up from sitting on the ground
37149,standing up from lying
37150,walking
37151,lying
37152,walking
37153,lying
37154,lying
37155,walking
37156,walking
37157,lying
37158,sitting
37159,lying
37160,walking
37161,lying
37162,lying
37163,sitting on the ground
37164,lying
37165,sitting on the ground
37166,walking
37167,sitting
37168,walking
37169,walking
37170,lying
37171,sitting
37172,sitting
37173,walking
37174,lying
37175,lying
37176,lying
37177,walking
37178,falling
37179,lying
37180,sitting
37181,sitting
37182,walking
37183,walking
37184,lying
37185,sitting
37186,walking
37187,sitting on the ground
37188,lying
37189,sitting on the ground
37190,sitting
37191,sitting
37192,lying
37193,walking
37194,sitting
37195,lying
37196,lying
37197,walking
37198,walking
37199,walking
37200,sitting
37201,sitting
37202,walking
37203,lying
37204,sitting on the ground
37205,sitting on the ground
37206,lying
37207,sitting
37208,lying
37209,lying
37210,lying
37211,sitting on the ground
37212,lying
37213,sitting on the ground
37214,walking
37215,lying down
37216,lying
37217,walking
37218,sitting on the ground
37219,on all fours
37220,lying
37221,walking
37222,lying
37223,lying
37224,standing up from lying
37225,walking
37226,sitting
37227,sitting
37228,lying
37229,sitting
37230,sitting
37231,lying
37232,lying
37233,lying down
37234,lying
37235,lying
37236,sitting on the ground
37237,sitting
37238,walking
37239,sitting
37240,lying
37241,sitting
37242,walking
37243,on all fours
37244,lying
37245,lying
37246,lying
37247,sitting on the ground
37248,walking
37249,standing up from lying
37250,lying
37251,walking
37252,lying
37253,lying
37254,sitting
37255,lying
37256,sitting
37257,lying
37258,lying
37259,standing up from sitting on the ground
37260,lying
37261,standing up from lying
37262,sitting on the ground
37263,sitting
37264,sitting
37265,lying
37266,lying
37267,sitting on the ground
37268,walking
37269,walking
37270,lying
37271,lying
37272,sitting
37273,walking
37274,walking
37275,walking
37276,lying
37277,standing up from lying
37278,lying
37279,sitting
37280,walking
37281,standing up from lying
37282,falling
37283,sitting on the ground
37284,lying
37285,lying
37286,walking
37287,lying
37288,lying
37289,sitting
37290,on all fours
37291,sitting
37292,lying
37293,walking
37294,standing up from sitting
37295,standing up from lying
37296,sitting
37297,on all fours
37298,lying
37299,on all fours
37300,standing up from lying
37301,lying
37302,walking
37303,walking
37304,standing up from lying
37305,sitting
37306,walking
37307,walking
37308,lying
37309,sitting on the ground
37310,sitting
37311,lying
37312,sitting on the ground
37313,walking
37314,lying
37315,lying
37316,lying
37317,lying
37318,sitting on the ground
37319,sitting
37320,sitting
37321,lying
37322,walking
37323,walking
37324,lying
37325,walking
37326,lying
37327,walking
37328,sitting on the ground
37329,lying
37330,walking
37331,lying
37332,sitting
37333,lying
37334,lying
37335,lying
37336,sitting on the ground
37337,sitting
37338,lying
37339,lying
37340,lying
37341,standing up from lying
37342,lying
37343,sitting
37344,lying
37345,walking
37346,lying
37347,lying
37348,sitting on the ground
37349,lying
37350,lying
37351,walking
37352,lying
37353,lying
37354,lying
37355,walking
37356,sitting
37357,standing up from lying
37358,sitting
37359,sitting
37360,lying
37361,walking
37362,standing up from lying
37363,standing up from sitting on the ground
37364,lying
37365,walking
37366,sitting on the ground
37367,sitting
37368,lying
37369,walking
37370,sitting on the ground
37371,walking
37372,sitting
37373,standing up from lying
37374,walking
37375,lying
37376,sitting
37377,lying
37378,walking
37379,sitting on the ground
37380,sitting
37381,lying
37382,sitting
37383,sitting
37384,lying
37385,sitting on the ground
37386,sitting
37387,lying
37388,walking
37389,standing up from lying
37390,sitting
37391,lying
37392,lying
37393,lying
37394,sitting
37395,lying
37396,sitting
37397,walking
37398,walking
37399,walking
37400,sitting
37401,walking
37402,walking
37403,lying
37404,on all fours
37405,walking
37406,lying
37407,walking
37408,sitting on the ground
37409,walking
37410,lying
37411,sitting
37412,sitting
37413,lying
37414,lying
37415,walking
37416,walking
37417,walking
37418,walking
37419,standing up from lying
37420,lying
37421,lying
37422,sitting on the ground
37423,lying
37424,lying
37425,lying
37426,sitting on the ground
37427,sitting
37428,sitting
37429,sitting on the ground
37430,sitting
37431,lying
37432,lying
37433,lying
37434,lying
37435,sitting on the ground
37436,walking
37437,lying
37438,lying
37439,lying
37440,standing up from sitting on the ground
37441,sitting
37442,lying
37443,lying
37444,standing up from sitting on the ground
37445,sitting
37446,walking
37447,sitting
37448,walking
37449,sitting
37450,standing up from lying
37451,sitting on the ground
37452,lying
37453,lying down
37454,lying
37455,walking
37456,walking
37457,lying
37458,lying down
37459,lying
37460,walking
37461,lying
37462,lying
37463,lying
37464,on all fours
37465,lying
37466,sitting
37467,walking
37468,walking
37469,walking
37470,lying
37471,sitting
37472,sitting on the ground
37473,lying
37474,standing up from lying
37475,lying
37476,standing up from lying
37477,sitting
37478,on all fours
37479,walking
37480,sitting on the ground
37481,sitting
37482,lying
37483,walking
37484,sitting
37485,walking
37486,walking
37487,standing up from lying
37488,lying
37489,walking
37490,sitting
37491,sitting
37492,lying
37493,lying
37494,walking
37495,walking
37496,sitting
37497,standing up from lying
37498,lying
37499,walking
37500,sitting on the ground
37501,lying
37502,lying
37503,standing up from lying
37504,walking
37505,sitting on the ground
37506,lying
37507,sitting
37508,sitting
37509,walking
37510,sitting
37511,sitting
37512,walking
37513,sitting on the ground
37514,lying
37515,lying
37516,lying
37517,sitting on the ground
37518,sitting on the ground
37519,lying
37520,sitting on the ground
37521,sitting
37522,walking
37523,standing up from lying
37524,walking
37525,walking
37526,lying
37527,lying
37528,walking
37529,standing up from lying
37530,lying
37531,standing up from sitting
37532,lying
37533,walking
37534,sitting
37535,lying
37536,walking
37537,walking
37538,standing up from lying
37539,walking
37540,lying
37541,lying
37542,sitting
37543,sitting
37544,standing up from lying
37545,sitting on the ground
37546,sitting
37547,sitting
37548,standing up from lying
37549,walking
37550,lying
37551,sitting
37552,walking
37553,sitting down
37554,lying down
37555,standing up from lying
37556,standing up from lying
37557,on all fours
37558,falling
37559,walking
37560,sitting
37561,lying
37562,lying
37563,lying
37564,walking
37565,lying
37566,sitting on the ground
37567,sitting
37568,lying
37569,walking
37570,lying
37571,sitting
37572,sitting on the ground
37573,walking
37574,lying
37575,sitting
37576,lying
37577,sitting
37578,lying
37579,sitting
37580,sitting
37581,lying
37582,sitting on the ground
37583,lying
37584,lying
37585,lying
37586,sitting
37587,on all fours
37588,lying down
37589,lying
37590,lying
37591,standing up from lying
37592,sitting
37593,sitting on the ground
37594,lying
37595,walking
37596,walking
37597,walking
37598,lying
37599,walking
37600,standing up from lying
37601,lying
37602,sitting
37603,walking
37604,lying
37605,lying down
37606,walking
37607,sitting
37608,sitting
37609,lying
37610,sitting
37611,lying
37612,sitting
37613,standing up from lying
37614,lying
37615,sitting
37616,lying
37617,sitting
37618,sitting
37619,lying
37620,lying
37621,sitting on the ground
37622,sitting on the ground
37623,lying
37624,lying
37625,walking
37626,walking
37627,sitting
37628,sitting on the ground
37629,lying
37630,lying
37631,sitting
37632,sitting
37633,lying
37634,walking
37635,sitting
37636,lying
37637,on all fours
37638,walking
37639,sitting
37640,sitting
37641,lying
37642,lying
37643,lying
37644,lying
37645,lying
37646,sitting
37647,walking
37648,standing up from sitting on the ground
37649,standing up from lying
37650,walking
37651,walking
37652,lying
37653,lying
37654,walking
37655,standing up from lying
37656,lying
37657,standing up from lying
37658,sitting
37659,on all fours
37660,walking
37661,walking
37662,sitting
37663,lying
37664,lying down
37665,standing up from lying
37666,walking
37667,falling
37668,standing up from lying
37669,on all fours
37670,lying
37671,lying
37672,standing up from lying
37673,lying
37674,walking
37675,sitting on the ground
37676,lying
37677,sitting
37678,walking
37679,walking
37680,lying
37681,lying
37682,sitting
37683,lying
37684,sitting
37685,walking
37686,walking
37687,sitting
37688,lying
37689,walking
37690,lying
37691,sitting
37692,lying
37693,walking
37694,lying
37695,sitting on the ground
37696,standing up from lying
37697,lying
37698,standing up from lying
37699,sitting
37700,lying
37701,lying
37702,lying
37703,standing up from lying
37704,walking
37705,walking
37706,lying
37707,sitting on the ground
37708,standing up from lying
37709,sitting
37710,sitting
37711,sitting
37712,sitting down
37713,sitting on the ground
37714,on all fours
37715,walking
37716,walking
37717,lying
37718,walking
37719,lying down
37720,lying
37721,walking
37722,walking
37723,lying
37724,sitting on the ground
37725,sitting
37726,lying
37727,walking
37728,sitting
37729,standing up from lying
37730,standing up from lying
37731,falling
37732,lying
37733,lying
37734,walking
37735,walking
37736,standing up from lying
37737,lying
37738,lying
37739,lying
37740,walking
37741,lying
37742,standing up from lying
37743,lying
37744,sitting
37745,sitting on the ground
37746,sitting
37747,walking
37748,lying
37749,walking
37750,walking
37751,sitting
37752,walking
37753,lying
37754,walking
37755,walking
37756,sitting on the ground
37757,walking
37758,sitting on the ground
37759,on all fours
37760,sitting
37761,sitting
37762,lying
37763,walking
37764,sitting on the ground
37765,lying
37766,walking
37767,walking
37768,walking
37769,walking
37770,walking
37771,lying
37772,walking
37773,sitting
37774,lying
37775,lying
37776,standing up from lying
37777,sitting
37778,on all fours
37779,lying
37780,sitting
37781,lying
37782,lying
37783,lying
37784,standing up from lying
37785,walking
37786,sitting on the ground
37787,lying
37788,walking
37789,sitting
37790,lying
37791,sitting
37792,lying
37793,sitting on the ground
37794,lying
37795,lying down
37796,sitting
37797,walking
37798,on all fours
37799,lying
37800,standing up from lying
37801,lying
37802,walking
37803,lying
37804,sitting
37805,lying
37806,sitting
37807,walking
37808,sitting
37809,walking
37810,lying
37811,on all fours
37812,sitting
37813,lying
37814,sitting on the ground
37815,walking
37816,walking
37817,sitting
37818,lying
37819,walking
37820,lying
37821,sitting on the ground
37822,walking
37823,lying
37824,sitting on the ground
37825,lying
37826,walking
37827,sitting
37828,lying
37829,walking
37830,sitting
37831,walking
37832,lying
37833,lying
37834,walking
37835,sitting
37836,lying down
37837,standing up from lying
37838,standing up from lying
37839,lying
37840,sitting
37841,walking
37842,sitting
37843,sitting
37844,sitting on the ground
37845,lying
37846,lying
37847,standing up from lying
37848,lying
37849,lying
37850,sitting on the ground
37851,lying
37852,walking
37853,lying
37854,walking
37855,walking
37856,lying
37857,lying
37858,walking
37859,sitting on the ground
37860,lying
37861,sitting
37862,sitting on the ground
37863,sitting
37864,lying
37865,lying
37866,walking
37867,lying
37868,walking
37869,walking
37870,lying
37871,walking
37872,walking
37873,lying
37874,walking
37875,walking
37876,standing up from sitting on the ground
37877,sitting on the ground
37878,sitting
37879,standing up from lying
37880,walking
37881,walking
37882,lying
37883,standing up from sitting on the ground
37884,walking
37885,sitting on the ground
37886,walking
37887,lying
37888,walking
37889,lying
37890,walking
37891,lying
37892,falling
37893,walking
37894,sitting
37895,lying
37896,walking
37897,standing up from lying
37898,lying
37899,standing up from lying
37900,lying
37901,standing up from sitting on the ground
37902,sitting
37903,lying
37904,walking
37905,lying
37906,lying
37907,sitting
37908,walking
37909,lying
37910,sitting
37911,walking
37912,lying
37913,walking
37914,walking
37915,sitting
37916,walking
37917,sitting on the ground
37918,lying
37919,sitting
37920,lying
37921,walking
37922,lying
37923,walking
37924,sitting down
37925,sitting
37926,lying
37927,lying
37928,sitting
37929,standing up from lying
37930,standing up from lying
37931,walking
37932,sitting on the ground
37933,lying
37934,lying
37935,sitting
37936,standing up from lying
37937,standing up from lying
37938,sitting
37939,walking
37940,standing up from lying
37941,lying
37942,sitting on the ground
37943,walking
37944,lying
37945,lying
37946,standing up from lying
37947,on all fours
37948,walking
37949,lying
37950,walking
37951,lying
37952,sitting
37953,walking
37954,lying
37955,lying
37956,sitting
37957,sitting on the ground
37958,lying
37959,walking
37960,sitting
37961,lying
37962,standing up from lying
37963,walking
37964,walking
37965,lying
37966,walking
37967,walking
37968,lying
37969,standing up from lying
37970,sitting
37971,sitting
37972,lying
37973,lying down
37974,sitting
37975,standing up from lying
37976,walking
37977,sitting on the ground
37978,sitting
37979,lying
37980,sitting
37981,lying
37982,lying
37983,lying
37984,sitting on the ground
37985,lying
37986,lying
37987,sitting on the ground
37988,standing up from lying
37989,lying
37990,lying
37991,sitting
37992,standing up from lying
37993,lying
37994,sitting
37995,sitting
37996,lying
37997,on all fours
37998,sitting
37999,falling
38000,lying
38001,walking
38002,lying
38003,walking
38004,lying
38005,sitting on the ground
38006,walking
38007,on all fours
38008,lying
38009,lying
38010,walking
38011,walking
38012,lying
38013,sitting
38014,standing up from lying
38015,sitting
38016,sitting
38017,standing up from sitting on the ground
38018,standing up from sitting on the ground
38019,lying
38020,walking
38021,lying
38022,walking
38023,lying
38024,walking
38025,walking
38026,walking
38027,lying
38028,walking
38029,lying
38030,lying
38031,lying
38032,walking
38033,sitting on the ground
38034,lying
38035,walking
38036,walking
38037,lying
38038,sitting
38039,walking
38040,sitting
38041,sitting
38042,walking
38043,standing up from lying
38044,walking
38045,lying
38046,lying
38047,sitting
38048,sitting
38049,lying
38050,sitting on the ground
38051,lying
38052,sitting
38053,walking
38054,lying
38055,sitting
38056,walking
38057,lying
38058,sitting on the ground
38059,lying
38060,lying
38061,lying
38062,walking
38063,lying down
38064,sitting
38065,sitting
38066,lying
38067,lying
38068,sitting
38069,sitting on the ground
38070,lying
38071,sitting
38072,walking
38073,sitting
38074,walking
38075,walking
38076,sitting
38077,sitting
38078,lying
38079,lying
38080,sitting
38081,lying
38082,walking
38083,walking
38084,sitting
38085,sitting
38086,lying
38087,lying
38088,standing up from lying
38089,walking
38090,standing up from sitting on the ground
38091,lying
38092,walking
38093,lying
38094,lying
38095,lying
38096,standing up from lying
38097,walking
38098,sitting
38099,standing up from lying
38100,walking
38101,falling
38102,sitting on the ground
38103,sitting
38104,sitting on the ground
38105,lying down
38106,walking
38107,sitting on the ground
38108,lying
38109,lying
38110,on all fours
38111,walking
38112,standing up from lying
38113,lying
38114,sitting
38115,lying
38116,lying
38117,lying
38118,standing up from lying
38119,lying
38120,sitting
38121,lying
38122,standing up from sitting on the ground
38123,on all fours
38124,lying
38125,standing up from lying
38126,sitting on the ground
38127,walking
38128,lying
38129,sitting
38130,sitting on the ground
38131,walking
38132,lying
38133,walking
38134,lying
38135,lying
38136,sitting on the ground
38137,lying
38138,on all fours
38139,lying
38140,lying
38141,lying
38142,lying
38143,lying
38144,sitting
38145,walking
38146,standing up from lying
38147,walking
38148,lying
38149,walking
38150,lying
38151,standing up from lying
38152,sitting
38153,walking
38154,sitting
38155,lying
38156,on all fours
38157,lying
38158,sitting
38159,sitting on the ground
38160,sitting
38161,lying
38162,sitting
38163,standing up from lying
38164,lying
38165,lying
38166,standing up from lying
38167,sitting on the ground
38168,standing up from lying
38169,lying
38170,sitting
38171,lying
38172,walking
38173,lying
38174,lying
38175,standing up from sitting
38176,lying
38177,sitting
38178,walking
38179,sitting
38180,lying
38181,sitting
38182,lying
38183,sitting
38184,lying down
38185,lying
38186,sitting
38187,walking
38188,walking
38189,walking
38190,sitting
38191,walking
38192,lying
38193,standing up from lying
38194,sitting
38195,lying
38196,lying
38197,sitting
38198,walking
38199,walking
38200,sitting
38201,sitting on the ground
38202,sitting on the ground
38203,sitting on the ground
38204,walking
38205,sitting on the ground
38206,walking
38207,sitting on the ground
38208,lying
38209,walking
38210,walking
38211,lying
38212,walking
38213,lying
38214,lying
38215,lying
38216,walking
38217,sitting
38218,sitting on the ground
38219,lying
38220,on all fours
38221,lying
38222,lying
38223,sitting on the ground
38224,walking
38225,sitting on the ground
38226,walking
38227,walking
38228,walking
38229,sitting
38230,walking
38231,lying
38232,walking
38233,standing up from lying
38234,lying
38235,walking
38236,standing up from lying
38237,walking
38238,walking
38239,lying
38240,lying
38241,sitting
38242,sitting on the ground
38243,lying
38244,walking
38245,lying
38246,lying
38247,walking
38248,standing up from lying
38249,lying
38250,standing up from lying
38251,walking
38252,sitting
38253,lying
38254,lying
38255,lying down
38256,sitting on the ground
38257,lying
38258,sitting
38259,sitting
38260,walking
38261,lying
38262,walking
38263,on all fours
38264,lying
38265,walking
38266,sitting
38267,lying
38268,lying
38269,sitting
38270,lying
38271,lying
38272,walking
38273,lying
38274,lying
38275,standing up from sitting on the ground
38276,walking
38277,lying
38278,sitting
38279,walking
38280,lying
38281,walking
38282,lying
38283,sitting on the ground
38284,sitting
38285,walking
38286,lying
38287,walking
38288,lying
38289,standing up from lying
38290,sitting
38291,walking
38292,sitting
38293,lying
38294,lying down
38295,walking
38296,walking
38297,lying
38298,walking
38299,sitting
38300,walking
38301,sitting
38302,walking
38303,walking
38304,walking
38305,lying
38306,lying
38307,lying
38308,walking
38309,standing up from lying
38310,sitting on the ground
38311,sitting on the ground
38312,sitting
38313,lying
38314,walking
38315,lying
38316,sitting
38317,lying
38318,sitting on the ground
38319,sitting on the ground
38320,lying
38321,walking
38322,walking
38323,sitting
38324,lying
38325,sitting
38326,lying
38327,lying
38328,walking
38329,sitting
38330,sitting on the ground
38331,lying
38332,sitting
38333,lying
38334,sitting
38335,lying
38336,sitting
38337,walking
38338,lying
38339,standing up from lying
38340,lying
38341,walking
38342,sitting
38343,walking
38344,walking
38345,walking
38346,walking
38347,lying
38348,walking
38349,lying
38350,lying
38351,lying
38352,lying
38353,walking
38354,lying
38355,lying
38356,lying
38357,lying
38358,lying
38359,walking
38360,lying
38361,sitting on the ground
38362,lying
38363,walking
38364,standing up from lying
38365,standing up from lying
38366,lying
38367,walking
38368,standing up from lying
38369,sitting
38370,sitting
38371,lying
38372,walking
38373,standing up from lying
38374,lying
38375,walking
38376,lying
38377,sitting
38378,lying
38379,standing up from lying
38380,lying
38381,lying
38382,lying down
38383,lying
38384,standing up from lying
38385,sitting
38386,sitting
38387,lying
38388,sitting
38389,lying
38390,sitting
38391,sitting on the ground
38392,lying
38393,sitting on the ground
38394,standing up from lying
38395,sitting
38396,lying down
38397,walking
38398,sitting
38399,sitting
38400,lying
38401,lying
38402,walking
38403,sitting
38404,lying
38405,sitting
38406,standing up from lying
38407,on all fours
38408,lying
38409,walking
38410,standing up from lying
38411,lying
38412,sitting
38413,sitting on the ground
38414,lying
38415,lying
38416,sitting
38417,lying
38418,sitting on the ground
38419,walking
38420,lying
38421,sitting on the ground
38422,on all fours
38423,standing up from sitting on the ground
38424,lying
38425,lying
38426,lying
38427,sitting
38428,walking
38429,walking
38430,lying
38431,lying
38432,sitting
38433,standing up from lying
38434,lying
38435,lying
38436,sitting
38437,lying
38438,walking
38439,sitting
38440,sitting
38441,sitting on the ground
38442,on all fours
38443,lying
38444,lying
38445,sitting on the ground
38446,walking
38447,walking
38448,walking
38449,lying
38450,walking
38451,walking
38452,lying
38453,lying
38454,standing up from lying
38455,lying
38456,standing up from lying
38457,walking
38458,lying
38459,sitting
38460,sitting
38461,sitting
38462,lying
38463,lying
38464,standing up from lying
38465,standing up from lying
38466,walking
38467,lying
38468,lying
38469,sitting
38470,sitting
38471,lying
38472,sitting on the ground
38473,standing up from lying
38474,sitting
38475,standing up from sitting on the ground
38476,lying
38477,lying
38478,lying
38479,walking
38480,sitting
38481,sitting
38482,walking
38483,lying
38484,sitting on the ground
38485,sitting
38486,standing up from lying
38487,walking
38488,walking
38489,walking
38490,walking
38491,walking
38492,lying
38493,sitting on the ground
38494,sitting
38495,sitting
38496,lying
38497,lying
38498,sitting
38499,lying
38500,on all fours
38501,sitting
38502,lying
38503,lying
38504,walking
38505,walking
38506,lying
38507,sitting
38508,walking
38509,walking
38510,lying
38511,lying down
38512,walking
38513,walking
38514,sitting
38515,standing up from lying
38516,walking
38517,standing up from sitting on the ground
38518,sitting on the ground
38519,standing up from sitting on the ground
38520,lying
38521,lying
38522,lying
38523,sitting
38524,lying
38525,walking
38526,walking
38527,walking
38528,sitting
38529,walking
38530,on all fours
38531,lying
38532,lying
38533,sitting
38534,lying
38535,sitting on the ground
38536,walking
38537,walking
38538,sitting
38539,lying
38540,lying
38541,lying
38542,lying
38543,sitting
38544,walking
38545,walking
38546,lying
38547,lying
38548,standing up from lying
38549,walking
38550,sitting
38551,sitting
38552,lying
38553,walking
38554,sitting
38555,standing up from lying
38556,sitting
38557,walking
38558,sitting
38559,lying
38560,on all fours
38561,walking
38562,sitting on the ground
38563,sitting on the ground
38564,walking
38565,lying
38566,lying
38567,standing up from lying
38568,lying
38569,sitting on the ground
38570,lying down
38571,standing up from lying
38572,walking
38573,lying
38574,sitting
38575,walking
38576,walking
38577,lying
38578,walking
38579,lying
38580,lying
38581,standing up from lying
38582,walking
38583,lying
38584,lying
38585,walking
38586,walking
38587,lying
38588,sitting
38589,sitting on the ground
38590,sitting
38591,sitting
38592,lying down
38593,lying
38594,standing up from lying
38595,lying
38596,lying
38597,walking
38598,walking
38599,sitting
38600,standing up from sitting on the ground
38601,standing up from lying
38602,lying
38603,sitting
38604,walking
38605,walking
38606,sitting
38607,lying
38608,walking
38609,on all fours
38610,standing up from lying
38611,lying
38612,lying
38613,lying
38614,sitting
38615,sitting
38616,standing up from lying
38617,lying
38618,lying
38619,lying
38620,lying
38621,sitting
38622,sitting
38623,sitting
38624,lying
38625,sitting
38626,walking
38627,lying
38628,lying
38629,lying
38630,lying
38631,sitting on the ground
38632,walking
38633,lying
38634,lying
38635,lying
38636,standing up from lying
38637,lying
38638,lying
38639,walking
38640,lying
38641,sitting down
38642,sitting
38643,lying down
38644,sitting on the ground
38645,lying
38646,lying
38647,lying
38648,lying
38649,lying
38650,lying
38651,lying
38652,walking
38653,walking
38654,sitting
38655,walking
38656,lying down
38657,lying
38658,sitting on the ground
38659,walking
38660,lying
38661,sitting on the ground
38662,walking
38663,lying
38664,lying
38665,walking
38666,lying
38667,walking
38668,sitting
38669,lying down
38670,walking
38671,walking
38672,walking
38673,walking
38674,lying
38675,lying
38676,walking
38677,sitting
38678,sitting
38679,sitting
38680,walking
38681,sitting on the ground
38682,walking
38683,standing up from lying
38684,walking
38685,lying
38686,standing up from lying
38687,sitting
38688,lying
38689,lying
38690,lying
38691,lying
38692,lying
38693,walking
38694,sitting
38695,lying
38696,lying
38697,lying
38698,sitting
38699,walking
38700,sitting on the ground
38701,lying
38702,lying
38703,walking
38704,lying
38705,sitting
38706,lying
38707,lying
38708,sitting
38709,walking
38710,standing up from lying
38711,lying
38712,sitting
38713,lying
38714,lying
38715,lying
38716,walking
38717,lying
38718,walking
38719,lying
38720,sitting on the ground
38721,walking
38722,lying
38723,sitting
38724,walking
38725,walking
38726,walking
38727,walking
38728,walking
38729,walking
38730,sitting
38731,lying
38732,sitting on the ground
38733,walking
38734,lying
38735,sitting
38736,lying
38737,lying
38738,walking
38739,lying
38740,walking
38741,standing up from lying
38742,sitting
38743,lying
38744,sitting
38745,walking
38746,walking
38747,sitting on the ground
38748,lying
38749,lying
38750,walking
38751,sitting
38752,lying
38753,sitting on the ground
38754,sitting
38755,lying
38756,standing up from lying
38757,lying
38758,lying
38759,lying
38760,standing up from lying
38761,standing up from lying
38762,lying
38763,walking
38764,lying
38765,sitting on the ground
38766,lying
38767,sitting on the ground
38768,on all fours
38769,lying
38770,lying
38771,walking
38772,walking
38773,lying
38774,lying down
38775,lying
38776,walking
38777,standing up from sitting on the ground
38778,lying
38779,walking
38780,walking
38781,sitting
38782,standing up from lying
38783,standing up from lying
38784,sitting
38785,sitting
38786,lying
38787,on all fours
38788,lying
38789,walking
38790,standing up from lying
38791,lying
38792,lying
38793,lying
38794,sitting
38795,lying
38796,lying
38797,lying
38798,sitting on the ground
38799,walking
38800,lying
38801,lying
38802,lying
38803,walking
38804,walking
38805,lying
38806,standing up from sitting on the ground
38807,lying
38808,lying
38809,standing up from lying
38810,sitting on the ground
38811,sitting
38812,lying
38813,walking
38814,sitting on the ground
38815,walking
38816,lying
38817,walking
38818,lying
38819,lying
38820,lying
38821,sitting
38822,sitting
38823,standing up from lying
38824,walking
38825,walking
38826,walking
38827,sitting
38828,sitting on the ground
38829,lying
38830,sitting
38831,lying
38832,standing up from sitting on the ground
38833,lying down
38834,lying
38835,standing up from lying
38836,lying
38837,walking
38838,sitting
38839,standing up from lying
38840,lying
38841,lying
38842,lying
38843,standing up from lying
38844,lying
38845,lying
38846,lying
38847,standing up from lying
38848,lying
38849,sitting
38850,walking
38851,lying
38852,walking
38853,sitting
38854,lying
38855,standing up from lying
38856,lying
38857,lying
38858,walking
38859,walking
38860,standing up from lying
38861,standing up from lying
38862,lying
38863,lying
38864,lying
38865,sitting
38866,lying
38867,walking
38868,lying
38869,sitting
38870,lying
38871,sitting on the ground
38872,walking
38873,walking
38874,lying
38875,standing up from lying
38876,walking
38877,sitting on the ground
38878,sitting
38879,lying
38880,standing up from lying
38881,sitting on the ground
38882,walking
38883,sitting
38884,lying
38885,sitting
38886,walking
38887,sitting
38888,sitting on the ground
38889,standing up from lying
38890,walking
38891,lying
38892,lying
38893,sitting on the ground
38894,walking
38895,lying
38896,standing up from lying
38897,sitting
38898,standing up from lying
38899,walking
38900,sitting
38901,walking
38902,lying
38903,lying
38904,walking
38905,standing up from lying
38906,lying
38907,lying
38908,lying
38909,walking
38910,sitting
38911,sitting
38912,lying
38913,walking
38914,on all fours
38915,lying
38916,lying
38917,lying
38918,sitting
38919,lying
38920,walking
38921,standing up from lying
38922,lying down
38923,lying
38924,walking
38925,sitting
38926,sitting on the ground
38927,lying
38928,walking
38929,lying
38930,sitting
38931,standing up from lying
38932,walking
38933,lying
38934,sitting on the ground
38935,sitting
38936,sitting
38937,sitting
38938,standing up from lying
38939,sitting
38940,standing up from lying
38941,lying
38942,sitting
38943,sitting
38944,sitting
38945,sitting
38946,lying
38947,standing up from sitting on the ground
38948,lying
38949,lying
38950,walking
38951,walking
38952,sitting
38953,walking
38954,lying
38955,lying
38956,standing up from lying
38957,sitting
38958,lying
38959,lying
38960,sitting on the ground
38961,lying
38962,walking
38963,walking
38964,walking
38965,lying
38966,sitting
38967,sitting on the ground
38968,walking
38969,lying
38970,walking
38971,walking
38972,walking
38973,sitting
38974,lying
38975,on all fours
38976,sitting on the ground
38977,on all fours
38978,lying
38979,lying
38980,walking
38981,lying
38982,lying down
38983,standing up from lying
38984,standing up from lying
38985,sitting
38986,sitting
38987,sitting on the ground
38988,sitting on the ground
38989,lying
38990,lying down
38991,walking
38992,walking
38993,standing up from lying
38994,sitting
38995,sitting
38996,walking
38997,sitting
38998,lying
38999,standing up from lying
39000,lying
39001,sitting
39002,lying
39003,walking
39004,lying
39005,walking
39006,lying down
39007,lying down
39008,sitting
39009,lying
39010,lying
39011,sitting
39012,lying
39013,lying
39014,walking
39015,walking
39016,lying
39017,sitting
39018,lying
39019,lying
39020,sitting on the ground
39021,walking
39022,sitting on the ground
39023,walking
39024,sitting
39025,standing up from lying
39026,sitting
39027,lying
39028,sitting
39029,lying
39030,sitting
39031,lying
39032,lying
39033,standing up from sitting on the ground
39034,walking
39035,sitting
39036,lying
39037,walking
39038,lying
39039,walking
39040,walking
39041,sitting
39042,standing up from lying
39043,sitting
39044,standing up from lying
39045,lying
39046,sitting
39047,walking
39048,lying
39049,walking
39050,lying
39051,sitting
39052,lying down
39053,walking
39054,sitting
39055,sitting
39056,walking
39057,lying
39058,walking
39059,sitting on the ground
39060,sitting
39061,lying
39062,walking
39063,lying
39064,lying
39065,standing up from sitting
39066,sitting
39067,sitting on the ground
39068,lying
39069,lying
39070,sitting
39071,standing up from sitting on the ground
39072,lying
39073,lying
39074,sitting
39075,lying
39076,standing up from lying
39077,standing up from lying
39078,sitting
39079,sitting
39080,sitting
39081,lying
39082,sitting
39083,sitting
39084,standing up from lying
39085,on all fours
39086,sitting
39087,walking
39088,walking
39089,lying
39090,falling
39091,sitting on the ground
39092,sitting on the ground
39093,sitting
39094,lying
39095,on all fours
39096,walking
39097,lying
39098,walking
39099,lying
39100,walking
