index,title,institute,tag,description,
404,การเขียนโปรแกรม R สำหรับวิทยาการข้อมูล | R Programming for Data Science,มหาวิทยาลัยเชียงใหม่,['คอมพิวเตอร์และเทคโนโลยี'],ปัจจุบันข้อมูลที่องค์กรต่างๆ เก็บไว้มีขนาดใหญ่ และมีความหลากหลายของข้อมูลอีกด้วย องค์กรต่างๆ จำเป็นต้องใช้ประโยชน์จากข้อมูลที่มีอยู่นี้ ซึ่งต้องอาศัยวิทยาการข้อมูล ในการจัดการข้อมูล สำรวจข้อมูล มองภาพข้อมูลและวิเคราะห์ข้อมูล เพื่อให้ได้ความรู้ใหม่จากข้อมูลและสามารถนำผลวิเคราะห์ที่ได้ไปใช้งานได้จริง ปัจจุบันมีผู้พัฒนาชุดคำสั่งที่ใช้ในจัดการข้อมูล โดยใช้ภาษา R ซึ่งเป็น open source software ที่ใช้กันอย่างแพร่หลายในด้านวิทยาการข้อมูล วิชานี้จึงมีวัตถุประสงค์เพื่อสอนให้ผู้เรียนสามารถใช้ชุดคำสั่งที่มีอยู่ใน R packages ในการจัดการข้อมูล และวิเคราะห์ข้อมูลจากข้อมูลที่มีขนาดใหญ่ได้,
405,เทคโนโลยีกับการเรียนรู้ของเกษตรกรดิจิทัล | Technology and learning of digital agriculture.,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,"['คอมพิวเตอร์และเทคโนโลยี', 'เกษตรและสิ่งแวดล้อม']",ในยุค Thailand 4.0 เกษตรกรควรมีความรู้ ความเข้าใจและทักษะการใช้เทคโนโลยีดิจิทัล (Digital Literacy) ประกอบด้วย 1) การใช้ (Use) 2) เข้าใจ (Understand) 3) การสร้าง (create) และ 4) เข้าถึง (Access) เทคโนโลยีดิจิทัลได้อย่างมีประสิทธิภาพ เพื่อการพัฒนาเกษตรกรให้เป็นเกษตรกรปราดเปรื่อง (Smart Farmer) ที่มีความภูมิใจในความเป็นเกษตรกร มีความรอบรู้ในระบบการผลิตด้านการเกษตรแต่ละสาขา มีความสามารถในการวิเคราะห์ เชื่อมโยง และบริหารจัดการการผลิตและการตลาด โดยใช้ข้อมูลประกอบการตัดสินใจ คำนึงถึงคุณภาพและความปลอดภัยของผู้บริโภค สังคม และสิ่งแวดล้อม,
406,ศาสตร์และศิลป์ของการเขียนโปรแกรมคอมพิวเตอร์ | The Art and Science of Computer Programming,มหาวิทยาลัยเชียงใหม่,['คอมพิวเตอร์และเทคโนโลยี'],,
407,การออกแบบผลิตภัณฑ์สำหรับผู้ประกอบการ | Product Design for Entrepreneur,มหาวิทยาลัยสุโขทัยธรรมาธิราช,['ธุรกิจและการบริหารจัดการ'],,
408,เคล็ดลับออมเงิน ฉบับคนเริ่มทำงาน,ตลาดหลักทรัพย์แห่งประเทศไทย,"['ธุรกิจและการบริหารจัดการ', 'ทักษะชีวิตและการพัฒนาตนเอง']",แนะนำแนวทางการวางแผนออมเงิน การสำรวจการใช้จ่าย การตั้งเป้าหมายตามหลัก SMART รวมถึงแนะนำการออมและการลงทุนผ่านตัวช่วยการลงทุนประเภทต่างๆ,
409,ปัญหาพิเศษ | Special Problems,มหาวิทยาลัยเกษตรศาสตร์,['การศึกษาและการฝึกอบรม'],การศึกษาปัญหาทางเทคโนโลยีและสื่อสารการศึกษาและการแก้ปัญหาอย่างเป็นระบบ รวมถึงการกำหนดประเด็นปัญหา การวิเคราะห์ปัญหา การออกแบบวิธีการแก้ปัญหา การดำเนินการแก้ปัญหา การรายงานและการนำเสนอผลการแก้ปัญหา,
410,สิทธิมนุษยชนในกระบวนการยุติธรรม | Human Right in Justice Procedure,มหาวิทยาลัยนเรศวร,['สังคม การเมืองการปกครอง'],,
411,กฎหมายโทรคมนาคมและเศรษฐกิจดิจิทัล | Telecommunication Laws and Digital Economy,มหาวิทยาลัยนเรศวร,['คอมพิวเตอร์และเทคโนโลยี'],"กฎหมายที่เกี่ยวกับการสื่อสารโทรคมนาคมมีการปฎิรูปครั้งสำคัญในปี พ.ศ.2540 ในเรื่องโครงสร้าง
องค์กรกำกับดูแล และกฎเกณฑ์ในการกำกับดูแล ซึ่งมีการปรับอีกครั้งในปี พ.ศ.2560 ตามรัฐธรรมนูญแห่งราช อาณาจักรไทย ฉบับ พ.ศ.2560 และพระราชบัญญัติที่เกี่ยวข้องอีกหลายฉบับ ที่เน้นคุ้มครองสิทธิของผู้บริโภค และสนับสนุนผู้ประกอบกิจการธุรกิจในยุคดิจิทัลที่นับวันจะมีจำนวนมากขึ้น เพื่อยกระดับคุณภาพชีวิตและลดความเหลื่อมล้ำของสังคม",
412,ภาษาอังกฤษสู่โลกกว้าง | Explorative English,มหาวิทยาลัยพะเยา,['ภาษาและการสื่อสาร'],ทักษะภาษาอังกฤษด้านการฟัง พูด อ่าน เขียน คำศัพท์ และไวยากรณ์พื้นฐานเพื่อการสื่อสารตามสถานการณ์ต่างๆในบริบทสากล,
413,การพัฒนาสมรรถนะครูในยุคดิจิทัล | Competency for teacher in digital age,มหาวิทยาลัยศรีนครินทรวิโรฒ,['การศึกษาและการฝึกอบรม'],"ในยุคที่เทคโนโลยีสารสนเทศและการสื่อสารได้เข้ามีบทบาทสำคัญในการดำเนินชีวิตทุกๆ ด้าน ครูผู้สอนจึงต้องเปลี่ยนวิธีคิด ปรับวิธีสอน เพื่อพัฒนาให้ผู้เรียนมีทักษะที่เพียงพอในการดำเนินชีวิตในยุคที่ต้องเผชิญกับการเปลี่ยนแปลงของสิ่งต่างๆ อย่างรวดเร็วได้อย่างเท่าทันและเป็นสุข ด้วยเหตุนี้ ครูผู้สอนจึงต้องมีสมรรถนะในการจัดการเรียนรู้ที่สอดคล้องกับบริบทและความต้องการในยุคดิจิทัล

รายวิชาสมรรถนะครูในยุคดิจิทัลนี้ มุ่งเน้นพัฒนานิสิต/นักศึกษาครู ครู/อาจารย์ และบุคลากรทางการศึกษา ให้มีความรู้ เจตคติ และทักษะเกี่ยวกับการใช้เทคโนโลยีสารสนเทศและการสื่อสารเป็นเครื่องมือในการจัดการเรียนรู้ที่เปิดโอกาสให้ผู้เรียนมีส่วนร่วมในกระบวนการเรียนรู้ เพื่อที่ผู้เรียนจะได้รับการพัฒนาทักษะที่จำเป็น อาทิ ทักษะการคิด ความคิดสร้างสรรค์ รวมถึงการวัดและประเมินผลการเรียนรู้ และการใช้เครือข่ายสังคมออนไลน์อย่างสร้างสรรค์ อันจะช่วยให้ครูมีสมรรถนะในการจัดการเรียนรู้ที่ส่งเสริมให้ผู้เรียนมีทักษะต่าง ๆ ที่จำเป็นสอดคล้องกับบริบทและความต้องการในสังคมยุคดิจิทัลอย่างมีประสิทธิภาพและประสิทธิผลต่อไป",
414,ศิลปะการปรุงอาหาร | Food Design,มหาวิทยาลัยสุโขทัยธรรมาธิราช,"['ศิลปวัฒนธรรมและศาสนา', 'ทักษะชีวิตและการพัฒนาตนเอง']",,
415,ศิลปะ หัตกรรม และการละเล่นพื้นบ้านภาคใต้ | Arts handicrafts and Traditional play of Southern,มหาวิทยาลัยทักษิณ,['ศิลปวัฒนธรรมและศาสนา'],ศึกษา เรียนรู้ สภาพทั่วไป ประเภท อัตลักษณ์ คุณค่า การอนุรักษ์ ส่งเสริม เผยแพร่และการพัฒนาศิลปะ หัตกรรม และการละเล่นพื้นบ้านภาคใต้,
416,การดูแลผู้สูงอายุ...เพื่อป้องกันภาวะความเสี่ยงจากโรคสมองเสื่อม | Elderly Caregivers...Reducing Risk of Dementia,มหาวิทยาลัยสุโขทัยธรรมาธิราช,['สุขภาพและการแพทย์'],"วิชา ""การดูแลผู้สูงอายุ...เพื่อป้องกันภาวะความเสี่ยงจากโรคสมองเสื่อม"" นี้ ผู้เรียนจะได้รู้ถึงความรู้เบื้องต้นเกี่ยวกับภาวะสมองเสื่อมในผู้สูงอายุ แนวทางการช่วยเหลือและการดูแลผู้สูงอายุที่มีภาวะสมองเสื่อม การดูแลสุขภาพแบบองค์รวมและโภชนาการกับการส่งเสริมการทํางานของสมอง การบริหารสมอง ไปจนถึงสามารถออกแบบโปรแกรมเสริมสร้างสมรรถภาพทางสมอง การเลือกสถานพยาบาลและเครือข่ายความร่วมมือในการช่วยเหลือผู้สูงอายุสมองเสื่อมได้อีกด้วย",
417,Data + AI for Communication: PDPA การคุ้มครองข้อมูลส่วนบุคคล เตรียมความพร้อมเพื่อโอกาสทางธุรกิจ | Data + AI for Communication: PDPA for Business Opportunity,สถาบันบัณฑิตพัฒนบริหารศาสตร์,['ธุรกิจและการบริหารจัดการ'],"รายวิชานี้มุ่งเน้นให้ผู้เรียนได้เกิดความเข้าใจแนวคิดเกี่ยวกับการคุ้มครองข้อมูลส่วนบุคคล PDPA : Personal Data Protection Act เตรียมความพร้อมเพื่อโอกาสทางธุรกิจ ตั้งแต่นิยามข้อมูลส่วนบุคคล และการเริ่มต้นเก็บข้อมูล หลักการพิจารณาในการคุ้มครองข้อมูลส่วนบุคคล กรณีศึกษา และการเตรียมตัวของผู้ประกอบการในการดำเนินการภายใต้การคำนึงถึงหลักการการคุ้มครองข้อมูลส่วนบุคคล

พัฒนารายวิชาโดย : นิเทศ@นิด้า",
418,คณิตเศรษฐศาสตร์และเศรษฐมิติเพื่อการธุรกิจ | Mathematical Economics and Econometrics for Business,มหาวิทยาลัยสุโขทัยธรรมาธิราช,['ธุรกิจและการบริหารจัดการ'],"คณิตเศรษฐศาสตร์และเศรษฐมิติเพื่อการธุรกิจ
""รอบรู้ เพื่อสร้างโอกาส""",
419,กระบวนการวิเคราะห์ข้อมูลเบื้องต้น | Introduction to data analytics process,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,['คณิตศาสตร์และวิทยาศาสตร์'],,
420,การผลิตเชื้อเพลิงแข็งและถ่านกัมมันต์จากวัสดุเหลือทิ้งทางการเกษตร | The production of solid fuel and activated carbon from agricultural waste,จุฬาลงกรณ์มหาวิทยาลัย,['คณิตศาสตร์และวิทยาศาสตร์'],ประเทศไทยมีการเพาะปลูกเป็นอาชีพหลัก ทำให้มีวัสดุที่เหลือทิ้งจากการเกษตรมาก การนำวัสดุเหล่านั้นมาใช้ให้เกิดประโยชน์สูงสุด เนื้อหาวิชาจะแบ่งอธิบายถึง เรื่องวัสดุเหลือทิ้งที่นำมาแปรรูปให้เป็นผลิตภัณฑ์ที่มีค่า ได้แก่ ถ่านอัดแท่ง และถ่านกัมมันต์ การทำถ่าน การผลิตถ่านอัดแท่ง กระบวนการและวิธีการผลิตถ่านกัมมันต์ ซึ่งเป็นการแปรรูปวัสดุเหลือทิ้งทางการเกษตรให้มีมูลค่าสูงสุด,
421,สหกิจศึกษากับการพัฒนาทักษะการทำงานในศตวรรษที่ 21 | Cooperative Education and Working Skill Development in 21st Century,มหาวิทยาลัยวลัยลักษณ์,['ทักษะชีวิตและการพัฒนาตนเอง'],,
422,การป้องกันภาวะสมองเสื่อม | Prevention for dementia,มหาวิทยาลัยสงขลานครินทร์,['สุขภาพและการแพทย์'],,
423,ระบบเครือข่ายคอมพิวเตอร์ขั้นพื้นฐาน | Network Literacy,มหาวิทยาลัยเชียงใหม่,['คอมพิวเตอร์และเทคโนโลยี'],โลกยุคปัจจุบันเป็นโลกแห่งการเปลี่ยนแปลงด้านเทคโนโลยีโดยเฉพาะที่เกี่ยวข้องกับการสื่อสาร โดยมีระบบเครือข่ายอินเทอร์เน็ตเป็นสิ่งที่ช่วยในการขับเคลื่อนให้เกิดการเปลี่ยนแปลงดังกล่าว ทั้งยังมีบทบาทในด้านสังคม ธุรกิจ การเมือง และการใช้ชีวิตประจำวันของแต่ละบุคคล สิ่งที่พัฒนาขึ้นดังกล่าวก่อให้เกิดสินค้าและบริการในรูปแบบใหม่ๆ โดยมีระบบเครือข่ายอินเทอร์เน็ตเป็นกลไกที่หลักที่สำคัญในการผลักดัน บทเรียนนี้จะได้กล่าวถึงพื้นฐานที่ควรเข้าใจเกี่ยวกับระบบเครือข่ายคอมพิวเตอร์ซึ่งมีบทบาททางด้านสังคมและการดำเนินชีวิต พร้อมทั้งเทคโนโลยีและนวัตกรรมใหม่ๆ ที่เกี่ยวข้องกับผู้ใช้งานซึ่งจำเป็นต้องเข้าใจระบบการทำงานพื้นฐาน เพื่อให้เกิดประโยชน์ในการใช้งานสูงสุด,
424,การสร้างสรรค์สื่อดิจิทัลบนเครือข่ายสังคมออนไลน์ | Digital media creation on social networks,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,['คอมพิวเตอร์และเทคโนโลยี'],ผู้เรียนศึกษาและฝึกปฏิบัติเพื่อให้มีความรู้และทักษะในการประยุกต์ใช้งาน ด้านเทคโนโลยีมาพัฒนาสื่อมัลติมีเดีย มีความคิดสร้างสรรค์ และความสามารถในการสื่อสารและทำงาน ร่วมกับผู้อื่น ด้วยจรรยาบรรณวิชาชีพ สอดคล้องกับสิ่งที่ส่งผลให้ผู้เรียนจะต้องเรียนรู้เกี่ยวกับ การพัฒนาความคิดสร้างสรรค์เพื่อใช้สำหรับการออกแบบสื่อ การสร้างแนวคิดใหม่การศึกษาค้นคว้าผลงานและข้อมูลรอบด้านเพื่อหาแนวคิด การจัดทำโครงงานการออกแบบสื่อ โดยการการระดมสมองเพื่อให้เกิดแนวคิดที่หลากหลาย การใช้เครื่องมือและวิธีการเพื่อกระตุ้นให้เกิดการคิดนอกกรอบ และหาข้อสรุปที่สร้างสรรค์เพื่อประยุกต์ใช้ในการสร้างสรรค์สื่อ,
425,การจัดการวัฒนธรรมเพื่อการท่องเที่ยว | Cultural Management for Tourism,มหาวิทยาลัยเชียงใหม่,['ศิลปวัฒนธรรมและศาสนา'],,
426,คอมพิวเตอร์กราฟิก | Computer Graphic,มหาวิทยาลัยราชภัฏนครปฐม,['คอมพิวเตอร์และเทคโนโลยี'],คอมพิวเตอร์กราฟิก (computer graphic) คือ การใช้คอมพิวเตอร์สร้างภาพโดยการวาดภาพกราฟิกหรือนำภาพมาจากสื่ออื่น ๆ เช่น วีดิทัศน์ ภาพยนตร์ กล้องถ่ายรูป ภาพกราฟิกเหล่านี้ประกอบด้วย เส้น สี แสง และเงาต่าง ๆ สามารถแสดงออกทางจอภาพหรือพิมพ์ออกมาทางอุปกรณ์ เช่น เครื่องพิมพ์ได้ ดังนั้นการผลิตรายวิชานี้บนระบบ Thai MOOC เพื่อเป็นการส่งเสริมให้ผู้เรียนสามารถสร้างกราฟิกได้,
427,ทักษะคอมพิวเตอร์และเทคโนโลยีสารสนเทศและการสื่อสาร,มหาวิทยาลัยขอนแก่น,['คอมพิวเตอร์และเทคโนโลยี'],แนวคิดและความสำคัญของคอมพิวเตอร์และ ICT พัฒนาการและการเปลี่ยนแปลงที่สำคัญของICTสำหรับการเรียนรู้ในศตวรรษที่ 21 ทักษะคอมพิวเตอร์และ ICT การวิเคราะห์ การเข้าถึง การจัดการ การบูรณาการ การประเมิน การสร้าง และการสื่อสาร ตลอดจนการใช้คอมพิวเตอร์และ ICT อย่างมีจริยธรรม,
428,การจัดการเทคโนโลยีสารสนเทศทางการเกษตรร่วมสมัย | Information Technology Management in Contemporary Agriculture,มหาวิทยาลัยขอนแก่น,['เกษตรและสิ่งแวดล้อม'],ความรู้เบื้องต้นเกี่ยวกับเทคโนโลยีสารสนเทศและการสื่อสารข้อมูลบนระบบเครือข่ายคอมพิวเตอร์ แนวคิดเกี่ยวกับเทคโนโลยีสารสนเทศร่วมสมัย ความสำคัญของเทคโนโลยีสารสนเทศการเกษตร หลักการจัดการเทคโนโลยีสารสนเทศการเกษตรร่วมสมัย กฎหมายและจริยธรรมทางด้านเทคโนโลยีสารสนเทศ องค์ประกอบประเภทของเทคโนโลยีสารสนเทศทางการเกษตรร่วมสมัย แนวทางการประยุกต์ใช้เทคโนโลยีสารสนเทศทางการเกษตรร่วมสมัย,
429,การเตรียมสอบประกาศนียบัตร MOS : MS Excel 2013 | MOS Certificate : MS Excel 2013,มหาวิทยาลัยราชภัฏสุราษฎร์ธานี,['คอมพิวเตอร์และเทคโนโลยี'],,
430,EMS สายด่วนฉุกเฉิน | Emergency Medical Service,มหาวิทยาลัยมหิดล,['สุขภาพและการแพทย์'],การรักษาพยาบาลผู้ป่วยในภาวะฉุกเฉิน ไม่ใช่เพียงเริ่มต้นที่โรงพยาบาล หากผู้ป่วยได้รับการดูแลรักษาเบื้องต้น ณ ที่เกิดเหตุ โดยผู้มีความรู้ความสามารถอย่างถูกต้องแล้ว สามารถทำให้ผลการรักษามีคุณภาพดีขึ้น และเพิ่มอัตราการรอดชีวิตของผู้ป่วยมากขึ้น ระบบการบริการแพทย์ฉุกเฉินจึงเข้ามามีบทบาทสำคัญ บริการการแพทย์ฉุกเฉินจึงไม่ใช่เรื่องไกลตัวของประชาชนคนไทยอีกต่อไป ขอเชิญนักศึกษาและท่านผู้สนใจเรียนรู้ร่วมกันในวิชา EMS สายด่วนฉุกเฉิน,
431,การบริการที่เป็นเลิศ | The excellent service,จุฬาลงกรณ์มหาวิทยาลัย,['ธุรกิจและการบริหารจัดการ'],,
432,"ภูมิปัญญาท้องถิ่น ""ว่าวเบอร์อามัส"" | Local Wisdom of Kite ""BERAMAS""",วิทยาลัยชุมชนปัตตานี,['ศิลปวัฒนธรรมและศาสนา'],,
433,문화관광경영 | Cultural Management for Tourism (Korean Caption),มหาวิทยาลัยเชียงใหม่,['ศิลปวัฒนธรรมและศาสนา'],,
434,เทคนิคการสำรวจตัวอย่าง | Sampling Techniques,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,['การศึกษาและการฝึกอบรม'],"แนวความคิดเกี่ยวกับการสุ่มตัวอย่าง การสุ่มตัวอย่างแบบสุ่มอย่างง่าย การสุ่มตัวอย่างแบบเป็นระบบ
การสุ่มตัวอย่างแบบแบ่งเป็นชั้นภูมิ การสุ่มตัวอย่างแบบแบ่งเป็นกลุ่ม การสุ่มตัวอย่างแบบหลายขั้นตอน
และการประยุกต์ใช้ในการวิจัยเชิงสำรวจ",
435,เทคโนโลยีกับการศึกษาร่วมสมัย | Technology and Contemporary Education,มหาวิทยาลัยศิลปากร,['การศึกษาและการฝึกอบรม'],ศึกษาวิเคราะห์และเปรียบเทียบทฤษฎี และแนวคิดเกี่ยวกับการพัฒนาการเทคโนโลยีการศึกษา และนวัตกรรมการศึกษา บทบาทของนักเทคโนโลยีการศึกษา การประยุกต์ใช้นวัตกรรมและเทคโนโลยีการศึกษา,
436,เป้าหมายการพัฒนาที่ยั่งยืนของสหประชาชาติ และการนำไปใช้ปฏิบัติกับองค์กรภาคธุรกิจ | Sustainable Development Goals (SDGs): Practical Implementation for Business Sector,บริษัท ปตท.น้ำมันและการค้าปลีก จำกัด(มหาชน),['ธุรกิจและการบริหารจัดการ'],,
437,เทคโนโลยีเพื่อการเรียนรู้อย่างสร้างสรรค์ | Technology for Creative Learning,มหาวิทยาลัยศรีนครินทรวิโรฒ,['คอมพิวเตอร์และเทคโนโลยี'],ความหมาย ขอบข่าย ความสำคัญ และลักษณะของเทคโนโลยีสารสนเทศเพื่อการเรียนรู้และเทคโนโลยีสารสนเทศเพื่อการสื่อสาร ระบบของเทคโนโลยีและนวัตกรรมการศึกษา วิธีระบบ การสื่อความหมาย ประเภทสื่อการเรียนการสอน การเลือก การจัดหา การออกแบบ การผลิต การใช้ การเก็บรักษา และการประเมินผลสื่อการเรียนการสอนทั้งในระบบโรงเรียน นอกระบบโรงเรียน และตามอัธยาศัย,
438,จิตวิทยากับชีวิตประจำวัน | Psychology and Daily Life,มหาวิทยาลัยเชียงใหม่,['ทักษะชีวิตและการพัฒนาตนเอง'],รายวิชาจิตวิทยากับชีวิตประจำวัน (Psychology and Daily Life) มีวัตถุประสงค์เพื่อให้ผู้เรียนเข้าใจ และสามารถอธิบาย ความหมายของจิตวิทยา จุดมุ่งหมายของจิตวิทยา รวมไปถึง กลุ่มแนวคิดและทฤษฎีทางจิตวิทยา ปัจจัยต่างๆ ทางจิตวิทยาที่เกี่ยวข้องกับชีวิตประจำวัน รวมไปถึงสามารถประยุกต์ใช้ความรู้ทางจิตวิทยาเพื่อนำไปใช้ในชีวิตประจำวันได้,
439,การจัดการศึกษาโดยครอบครัว | Homeschool,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,['การศึกษาและการฝึกอบรม'],ความหมายและความสำคัญการจัดการศึกษาโดยครอบครัว สิทธิ และสิทธิประโยชน์ บทบาทของสำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน หลักการจัดการศึกษาขั้นพื้นฐาน พระราชบัญญัติการศึกษาแห่งชาติกับการจัดการศึกษาโดยครอบครัว วิธีการจัดกระบวนการเรียนรู้ กระแสการจัดการศึกษา,
440,การออกแบบระบบการสอนทางเทคโนโลยีการศึกษา | Instruction System Design in Educational Technology,มหาวิทยาลัยศิลปากร,['การศึกษาและการฝึกอบรม'],ทฤษฎี องค์ประกอบ และโครงสร้างของการออกแบบการสอนทางเทคโนโลยีการศึกษา การประยุกต์ทฤษฎีการออกแบบการสอนทางเทคโนโลยีการศึกษาในสภาพต่างๆ ของการเรียนการสอนและการฝึกอบรม ฝึกปฏิบัติเกี่ยวกับการสร้าง การทดลองใช้ และการประเมิน ประสิทธิภาพโปรแกรมการสอน,
441,การบริหารความเสี่ยงดิจิทัล | Digital Risk Management,สำนักงานคณะกรรมการข้าราชการพลเรือน,['ธุรกิจและการบริหารจัดการ'],,
442,ภาษาอังกฤษเพื่อการท่องเที่ยวเชิงวัฒนธรรม | English for Cultural Tourism,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,['ภาษาและการสื่อสาร'],คำศัพท์ สำนวน และโครงสร้างประโยคภาษาอังกฤษที่ใช้ในการสื่อสารกับชาวต่างประเทศในบริบทของการท่องเที่ยว การติดต่อ การซื้อขาย และการใช้บริการที่เกี่ยวกับการท่องเที่ยว การท่องเที่ยวเชิงวัฒนธรรมในต่างประเทศ,
443,ความรู้เรื่องยาเบื้องต้น | Introduction to Drug Information,สถาบันพระบรมราชชนก,['สุขภาพและการแพทย์'],ความหมายของยา แนวคิดพื้นฐานทางเภสัชวิทยา เภสัชจลนศาสตร์ เภสัชพลศาสตร์ ปฏิกิริยาระหว่างยา อาการไม่พึงประสงค์จากการใช้ยา หลักการใช้ยาทั่วไป ยาที่ใช้ในอาการสำคัญต่าง ๆ,
444,ศาสตร์แห่งการชะลอวัย | Science of active aging,มหาวิทยาลัยสุโขทัยธรรมาธิราช,['สุขภาพและการแพทย์'],การเตรียมการรองรับการเข้าสู่สังคมผู้สูงอายุที่มีพฤฒิพลัง โดยเน้นเรื่องที่สำคัญแบบองค์รวม 4 มิติ คือ กาย จิต สังคม และสิ่งแวดล้อม ได้แก่ การเลือกอาหารที่เหมาะสมสำหรับผู้สูงอายุ การกำหนดวิธีการออกกำลังกายตามช่วงวัยเพื่อการชะลอวัย การจัดสภาพแวดล้อมที่ปลอดภัยสำหรับผู้สูงอายุ การออกแบบกิจกรรมพัฒนาสมองสำหรับผู้สูงอายุและการส่งเสริมสุขภาพจิตผู้สูงอายุ,
445,วางแผนลดหนี้มีออม สำหรับบัณฑิตยุคใหม่,ตลาดหลักทรัพย์แห่งประเทศไทย,"['ธุรกิจและการบริหารจัดการ', 'ทักษะชีวิตและการพัฒนาตนเอง']",เรียนรู้ลักษณะของหนี้ที่ดีและหนี้ที่อาจก่อให้เกิดปัญหา ตลอดจนแนวทางการวางแผนบริหารจัดการหนี้ เพื่อให้มีเงินเหลือใช้ และสามารถเก็บออมเพื่อสร้างความมั่นคงในชีวิตได้,
446,การแปรรูปอาหาร | Food Processing,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,['อาหารและโภชนาการ'],หลักเบื้องต้นเกี่ยวกับกระบวนการแปรรูปอาหาร การเตรียมวัตถุดิบ เครื่องจักรและอุปกรณ์เพื่อการแปรรูปอาหาร กรรมวิธีการแปรรูปอาหารโดยใช้เอมไซม์ในอาหาร กรรมวิธีการแปรรูปอาหารด้วยการทำแห้ง และกรรมวิธีการแปรรูปอาหารด้วยวิธีการแช่แข็ง,
447,การสื่อสารและการประสานงาน | Communication and Collaboration,สำนักงานคณะกรรมการข้าราชการพลเรือน,['ทักษะชีวิตและการพัฒนาตนเอง'],,
448,การออกแบบและผลิตสื่อวีดิทัศน์ | Video Production and Design,มหาวิทยาลัยราชภัฏนครปฐม,['คอมพิวเตอร์และเทคโนโลยี'],,
449,ภาษาไทยเพื่อการสื่อสารร่วมสมัย | Thai for Contemporary Communication,มหาวิทยาลัยวลัยลักษณ์,['ภาษาและการสื่อสาร'],เข้าใจและพัฒนาทักษะทางภาษาไทยทั้งการรับสารและส่งสาร โดยในด้านการรับสารสามารถพัฒนาทักษะการจับใจความสำคัญจากเรื่องที่อ่านและที่ฟัง การวิเคราะห์เชื่อมโยงประเด็นย่อย ๆ จากเรื่องที่ฟังและอ่านจนเข้าใจและสามารถยกระดับเป็นความรู้ใหม่ การเสนอข้อคิดเห็นหรือให้คุณค่าต่อเรื่องที่อ่านและฟังได้อย่างมีเหตุผลและสอดคล้องกับคุณค่าทางสังคม ในด้านการส่งสารสามารถพัฒนาทักษะการนำเสนอความคิดผ่านการพูดและการเขียนได้อย่างมีประเด็นสำคัญและส่วนขยายที่ช่วยให้ประเด็นความคิดชัดเจนและเป็นระบบ การนำข้อมูลทางสังคมมาประกอบสร้างเป็นความรู้หรือความคิดที่ใหญ่ขึ้น การพูดและการเขียนเพื่อนำเสนอความรู้ทางวิชาการที่เป็นระบบและน่าเชื่อถือ,
450,การถ่ายภาพด้วยเทคนิคสร้างสรรค์ | Creative Photography,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,['ทักษะชีวิตและการพัฒนาตนเอง'],ทักษะการถ่ายภาพพื้นฐานเป็นคุณสมบัติที่มีในช่างภาพทุกคน แต่สิ่งที่สามารถสร้างความแตกต่างและน่าสนใจให้กับผลงานภาพถ่ายของตนเองได้ก็คือการถ่ายภาพด้วยเทคนิคสร้างสรรค์ซึ่งอาจมาจากมุมมองหรือแนวคิดที่ไม่เหมือนใคร หรือการใช้เทคนิคพิเศษในการปรับตั้งค่ากล้องถ่ายภาพและอุปกรณ์เสริม ดังนั้น การถ่ายภาพด้วยเทคนิคสร้างสรรค์จึงเป็นทักษะการถ่ายภาพสำคัญที่สามารถยกระดับให้กับช่างภาพที่ต้องการสร้างผลงานที่แตกต่าง และยังช่วยสร้างความสนุกสนานเพลิดเพลินให้กับบุคคลทั่วปที่สนใจการถ่ายภาพเป็นงานอดิเรกก่อนที่จะก้าวสู่การเป็นช่างภาพอาชีพในอนาคต,
451,กฎหมายแรงงานสำหรับผู้ดูแลผู้สูงอายุ | Labour Law for Elderly Caregivers,มหาวิทยาลัยสุโขทัยธรรมาธิราช,['ทักษะชีวิตและการพัฒนาตนเอง'],,
